ลำดับ,วันที่,เวลาเริ่ม,เวลาสิ้นสุด,ระยะเวลาดับ_นาที,สถานที่,รหัสอุปกรณ์,จำนวนผชฟ_กระทบ,สภาพอากาศ,สาเหตุ,ช่องทางการแจ้ง,เวลารับแจ้ง,เวลาออกปฏิบัติงาน,เวลาเสร็จงาน,เวลาแก้ไข_นาที,ผู้ปฏิบัติงาน,ยานพาหนะ,อุปกรณ์_รายการ,อุปกรณ์_จำนวน,หมายเหตุ,date_iso
3047,12 มิ.ย. 2569,09:50,10:34,44,กฟส.เรณูนคร (XS),THA02F-70,489,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,09:50,05:03,06:00,57,1. ณวุฒิ กลางประพันธ์,รถ : 80-7964 นพ รณ.01,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-06-12
3048,12 มิ.ย. 2569,10:00,10:18,18,กฟส.นาแก (S),67-025835,29,อากาศชื้น / หมอก,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,10:00,10:10,10:19,9,1. อนาวิน อาจหาญ,รถ : นก-03,FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K,1,,2026-06-12
3049,12 มิ.ย. 2569,10:00,10:56,56,กฟส.เรณูนคร (XS),THA02F-65,514,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,10:00,07:07,08:23,76,1. ณวุฒิ กลางประพันธ์,รถ : 80-7964 นพ รณ.01,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-06-12
3050,12 มิ.ย. 2569,10:00,11:15,75,กฟส.ศรีสงคราม (XS),24-013260,214,ฝนตก ลมแรง,ต้นไม้-ต้นไม้ล้มทับสาย,ศจฟ,10:00,10:00,11:17,77,1. ศิลารักษ์ วิภา,รถ : ศรีสงคราม 01,"CABLE,AL,750 V,50 SQ.MM. TIS.293",15,,2026-06-12
3051,12 มิ.ย. 2569,10:01,10:50,49,กฟส.เรณูนคร (XS),THA06F-12,166,ฝนตก ลมแรง,สภาพสิ่งแวดล้อม-สภาพสิ่งแวดล้อมอื่นๆ,ศจฟ,10:00,06:01,07:00,59,1. ณวุฒิ กลางประพันธ์,รถ : 80-7964 นพ รณ.01,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-06-12
3052,12 มิ.ย. 2569,10:05,11:10,64,กฟส.ธาตุพนม (S),59-018426,220,อากาศปกติ,ต้นไม้-ต้นไม้ล้มทับสาย,ศจฟ,10:05,10:19,11:12,53,1. ณวุฒิ กลางประพันธ์  | 2. นรากร แสนโสม,รถ : กระเช้าธาตุพนม,FUSE LINK 22 KV. 5-6 A.EEI-NEMA TYPE K,2,,2026-06-12
3053,12 มิ.ย. 2569,11:27,13:00,93,กฟส.นาทม (XS),63-006132,272,อากาศปกติ,ต้นไม้-ต้นไม้ล้มทับสาย,ศจฟ,11:27,11:28,13:07,99,1. วราวุธ นาขมิ้น,รถ : นาทม 02,"CABLE,AL,750 V,50 SQ.MM. TIS.293",10,,2026-06-12
3054,12 มิ.ย. 2569,11:28,11:45,17,กฟส.นาหว้า (XS),SSK06F-20/1,36,อากาศปกติ,ต้นไม้-ต้นไม้ล้มทับสาย,ศจฟ,11:28,11:29,11:47,18,1. อัมรินทร์ วะราวัง,รถ : นาหว้า 02,"CABLE LUG,NEMA 2-HOLE,AL 95 SQ.MM.",6,,2026-06-12
3055,12 มิ.ย. 2569,11:29,11:46,17,กฟส.นาแก (S),THA03VF-233-1,191,อากาศปกติ,บุคคลภายนอก-คนตัดต้นไม้,ศจฟ,11:29,11:30,11:48,18,1. อนาวิน อาจหาญ,รถ : นก-03,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-06-12
3056,12 มิ.ย. 2569,11:51,12:16,24,กฟส.นาหว้า (XS),68-007636,1,อากาศปกติ,บุคคลภายนอก-คนตัดต้นไม้,ศจฟ,11:51,11:55,12:17,22,1. อัมรินทร์ วะราวัง,รถ : นาหว้า 02,"CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.",2,,2026-06-12
3057,12 มิ.ย. 2569,11:59,12:06,7,กฟส.เรณูนคร (XS),THA02F-58,50,อากาศชื้น / หมอก,สัตว์-งู,ศจฟ,11:59,10:59,11:57,58,1. ณวุฒิ กลางประพันธ์,รถ : 80-7964 นพ รณ.01,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,2,,2026-06-12
3058,12 มิ.ย. 2569,12:40,12:46,6,กฟส.บ้านแพง (S),55-002720,228,ฝนตก,อุปกรณ์-ชำรุด,ศจฟ,12:40,09:10,10:10,60,1. รชานนท์ โมธรรม,รถ : กระเช้าบ้านแพง,"CABLE,CU,PVC,INS.&JAC. 600V, 2X10 SQ.MM.",7,,2026-06-12
3059,12 มิ.ย. 2569,12:45,12:52,7,กฟส.บ้านแพง (S),32-009341,13,ฝนตก,อุปกรณ์-ชำรุด,ศจฟ,12:45,10:10,11:10,60,1. รชานนท์ โมธรรม,รถ : กระเช้าบ้านแพง,"DROPOUT,FUSE,22 KV.100 A.12 KA",1,,2026-06-12
3060,12 มิ.ย. 2569,13:00,13:28,27,กฟจ.นครพนม (L),NNA01VF-054,1,อากาศชื้น / หมอก,สัตว์-งู,ศจฟ,13:00,13:00,14:38,98,1. พงศ์อิสรา ภักดี,รถ : รถกระเช้า (04),"CABLE LUG,NEMA 2-HOLE,AL 50 SQ.MM.",3,,2026-06-12
3061,12 มิ.ย. 2569,13:10,13:26,15,กฟส.ธาตุพนม (S),THA01VF-018,15,ฝนตก,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,13:10,13:18,13:41,23,1. นรากร แสนโสม,รถ : กระเช้าธาตุพนม,FUSE LINK 22 KV. 5-6 A.EEI-NEMA TYPE K,3,,2026-06-12
3062,12 มิ.ย. 2569,13:40,15:16,96,กฟส.ท่าอุเทน (XS),SSK02VF-231,963,ฝนตก ลมแรง,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,13:40,13:50,15:18,88,1. ปรินทร์ บุญเทียม  | 2. อนุสรณ์ ทองประสม,รถ : รถแก้ไฟท่าอุเทน,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,1,,2026-06-12
3063,12 มิ.ย. 2569,13:45,14:05,20,กฟส.นาหว้า (XS),SSK06F-12,779,ฝนตก ลมแรง,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,13:45,13:51,14:06,15,1. อัมรินทร์ วะราวัง,รถ : นาหว้า 02,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-06-12
3064,12 มิ.ย. 2569,14:16,15:00,44,กฟจ.นครพนม (L),65-014382,105,ฝนตก ลมแรง,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,14:16,14:17,15:20,63,1. จันทะคาด บัวเคน  | 2. ชัยยา มาตขาว  | 3. นลธวัช ศรีหาเศษ  | 4. พงศ์อิสรา ภักดี,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 5-6 A.EEI-NEMA TYPE K,2,,2026-06-12
3065,12 มิ.ย. 2569,14:24,14:29,5,กฟส.ศรีสงคราม (XS),51-012389,4,ฝนตก ลมแรง,อุปกรณ์-ชำรุด,ศจฟ,14:24,13:00,14:31,91,1. ศิลารักษ์ วิภา,รถ : ศรีสงคราม 01,"CABLE LUG,NEMA 2-HOLE,AL 50 SQ.MM.",2,,2026-06-12
3066,12 มิ.ย. 2569,15:45,15:46,1,กฟส.นาหว้า (XS),SSK06F-10/2,229,ฝนตก ลมแรง,อุปกรณ์-ชำรุด,ศจฟ,15:45,15:46,15:48,2,1. อัมรินทร์ วะราวัง,รถ : นาหว้า 02,"CABLE,AL,750 V,50 SQ.MM. TIS.293",6,,2026-06-12
3067,12 มิ.ย. 2569,15:46,16:25,38,กฟส.ศรีสงคราม (XS),SSK08VF-031,275,ฝนตก,สัตว์-นก/ค้างคาว,ศจฟ,15:46,15:47,16:51,64,1. ปัญจพงษ์ เศรษฐาไชย,รถ : ศรีสงคราม 03,"BOLT,MACHINE M.16X130 MM.",1,,2026-06-12
3068,12 มิ.ย. 2569,15:47,16:05,18,กฟส.นาทม (XS),SEK03F-82,25,ฝนตก,สัตว์-นก/ค้างคาว,ศจฟ,15:47,15:48,16:13,25,1. วราวุธ นาขมิ้น,รถ : นาทม 02,FUSE LINK 22 KV. 8 A.EEI-NEMA TYPE K,2,,2026-06-12
3069,12 มิ.ย. 2569,15:48,16:28,40,กฟส.นาทม (XS),59-027086,14,ฝนตก,สัตว์-นก/ค้างคาว,ศจฟ,15:48,15:50,16:33,43,1. วราวุธ นาขมิ้น,รถ : นาทม 02,FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K,2,,2026-06-12
3070,12 มิ.ย. 2569,15:50,15:30,0,กฟส.ศรีสงคราม (XS),52-008086,18,อากาศปกติ,สัตว์-กระรอก/กระแต/หนู,ศจฟ,15:50,14:30,15:30,60,1. ปัญจพงษ์ เศรษฐาไชย  | 2. ศิลารักษ์ วิภา,รถ : ศรีสงคราม 01,FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K,2,,2026-06-12
3071,12 มิ.ย. 2569,17:05,19:00,115,กฟส.ธาตุพนม (S),45-029094,66,อากาศปกติ,สัตว์-กระรอก/กระแต/หนู,ศจฟ,17:05,17:09,18:05,56,1. ณวุฒิ กลางประพันธ์  | 2. นรากร แสนโสม,รถ : กระเช้าธาตุพนม,"DROPOUT,FUSE,22 KV.100 A.12 KA",1,,2026-06-12
3072,12 มิ.ย. 2569,18:09,18:45,36,กฟส.ปลาปาก (XS),66-018705,261,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,18:09,18:12,18:47,35,1. นครินทร์ จำปาทิ,รถ : รถแก้ไฟปลาปาก 01,H.R.C. FUSE 200 A. DIN ORBS,1,,2026-06-12
3073,12 มิ.ย. 2569,18:40,18:56,15,กฟส.ท่าอุเทน (XS),34-007446,124,ฝนตก,อุปกรณ์-ชำรุด,ศจฟ,18:40,18:00,18:50,50,1. สุรธวัช วุฒิสาร,รถ : รถแก้ไฟท่าอุเทน,"H.R.C. FUSE, BLADE CONTACT, 100 A",1,,2026-06-12
3074,12 มิ.ย. 2569,18:49,21:00,131,กฟจ.นครพนม (L),NNB01VF-024,75,ฝนตก,อุปกรณ์-ชำรุด,ศจฟ,18:49,19:03,20:30,87,1. ชัยยา มาตขาว  | 2. ถวิล เมษาคุณ  | 3. ภานุวัฒน์ สิงห์ทองไชย  | 4. วสันต์ชัย ดวงสูงเนิน,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-06-12
3075,12 มิ.ย. 2569,18:54,19:08,14,กฟจ.นครพนม (L),NNA01VF-069,436,ฝนตก,อุปกรณ์-ชำรุด,ศจฟ,18:54,19:07,19:10,3,1. ชัยยา มาตขาว  | 2. ถวิล เมษาคุณ  | 3. ภานุวัฒน์ สิงห์ทองไชย  | 4. วสันต์ชัย ดวงสูงเนิน,รถ : 81-1269 นพ (นพ 03),FUSE LINK 22 KV. 5-6 A.EEI-NEMA TYPE K,2,,2026-06-12
3076,12 มิ.ย. 2569,18:55,19:10,15,กฟจ.นครพนม (L),NNA01VF-074,1,ฝนตก,อุปกรณ์-ชำรุด,ศจฟ,18:55,19:04,19:13,9,1. ชัยยา มาตขาว  | 2. ถวิล เมษาคุณ  | 3. ภานุวัฒน์ สิงห์ทองไชย  | 4. วสันต์ชัย ดวงสูงเนิน,รถ : 81-1269 นพ (นพ 03),FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,1,,2026-06-12
3077,12 มิ.ย. 2569,20:03,20:11,8,กฟส.ปลาปาก (XS),NNA07F-56,1189,อากาศปกติ,สัตว์-งู,ศจฟ,20:03,20:05,20:15,10,1. นครินทร์ จำปาทิ,รถ : รถแก้ไฟปลาปาก 01,FUSE LINK 22 KV. 40 A.EEI-NEMA TYPE K,2,,2026-06-12
3078,12 มิ.ย. 2569,20:06,20:09,3,กฟส.ศรีสงคราม (XS),SSK08VF-049,46,อากาศปกติ,สัตว์-งู,ศจฟ,20:06,19:00,20:00,60,1. ศิลารักษ์ วิภา,รถ : ศรีสงคราม 01,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-06-12
3079,12 มิ.ย. 2569,20:11,18:50,0,กฟส.บ้านแพง (S),64-019137,16,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุโซนร้อน/ใต้ฝุ่น,ศจฟ,20:11,18:10,18:50,40,1. ทศพร เจริญสว่าง,รถ : กระเช้าบ้านแพง,"CABLE,AL,750 V,50 SQ.MM. TIS.293",5,,2026-06-12
3080,13 มิ.ย. 2569,12:23,16:06,223,กฟจ.นครพนม (L),NNA07VB-01,15677,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุโซนร้อน/ใต้ฝุ่น,ศจฟ,12:22,13:03,16:08,185,1. วสันต์ชัย ดวงสูงเนิน  | 2. วิเชียร สุวอ  | 3. หิรัญ พลไกรสร,รถ : 3ฒภ 2576 กทม (นพ 01),"CONN.,PG,TRIPLE BOLT,AL70-18S SQ.MM.",3,,2026-06-13
3081,13 มิ.ย. 2569,12:53,13:04,11,กฟส.ปลาปาก (XS),65-011984,40,อากาศปกติ,สัตว์-งู,ศจฟ,12:53,12:55,13:13,18,1. สุธรรม จันทะผา,รถ : รถแก้ไฟปลาปาก 01,FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K,1,,2026-06-13
3082,13 มิ.ย. 2569,12:53,13:07,14,กฟส.นาแก (S),THA03VF-233-1,191,อากาศปกติ,สัตว์-งู,ศจฟ,12:53,13:02,13:08,6,1. วรพันธุ์ ตันสมรส,รถ : นก-03,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,3,,2026-06-13
3083,13 มิ.ย. 2569,13:24,14:18,54,กฟส.ปลาปาก (XS),65-023665,54,ลมแรง,ต้นไม้-ลมพัดต้นไม้มาแตะสาย,ศจฟ,13:24,13:29,14:24,55,1. สุธรรม จันทะผา,รถ : รถแก้ไฟปลาปาก 01,"CABLE,AL,750 V,50 SQ.MM. TIS.293",4,,2026-06-13
3084,13 มิ.ย. 2569,13:49,13:00,0,กฟส.ศรีสงคราม (XS),SSK08VF-049,46,ลมแรง,ต้นไม้-ลมพัดต้นไม้มาแตะสาย,ศจฟ,13:49,12:00,13:00,60,1. ศิลารักษ์ วิภา,รถ : ศรีสงคราม 02,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,2,,2026-06-13
3085,13 มิ.ย. 2569,13:51,14:00,9,กฟส.ศรีสงคราม (XS),SSK02VF-009,226,ลมแรง,ต้นไม้-ลมพัดต้นไม้มาแตะสาย,ศจฟ,13:51,13:00,14:00,60,1. ศิลารักษ์ วิภา,รถ : ศรีสงคราม 01,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-06-13
3086,13 มิ.ย. 2569,14:04,00:04,600,กฟส.ท่าอุเทน (XS),51-000781,27,ลมแรง,ต้นไม้-ลมพัดต้นไม้มาแตะสาย,ศจฟ,14:04,14:04,00:06,602,1. อภิรักษ์ สาตะรักษ์,รถ : รถแก้ไฟท่าอุเทน,"CABLE,AL,750 V,50 SQ.MM. TIS.293",50,,2026-06-13
3087,13 มิ.ย. 2569,17:20,17:44,24,กฟส.โพนสวรรค์ (XS),5900698082,1,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,17:20,16:40,17:40,60,1. รวิชญ์ พรมน้อย,รถ : โพนสวรรค์-03,"CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.",2,,2026-06-13
3088,13 มิ.ย. 2569,17:36,19:01,85,กฟจ.นครพนม (L),NNA03VF-001,113,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,17:36,17:38,19:09,92,1. จันทะคาด บัวเคน  | 2. นลธวัช ศรีหาเศษ  | 3. ศักดิ์อนันต์ แสนเมือง  | 4. สุรวุฒิ สุขแสงดาว  | 5. หฤษฎ์ ถูระวัน  | 6. เกรียงไกร ลาหมัน,รถ : รถกระเช้า (04),"DROPOUT,FUSE,22 KV.100 A.12 KA",2,,2026-06-13
3089,13 มิ.ย. 2569,18:04,19:20,76,กฟจ.นครพนม (L),65-031423,108,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,18:04,18:06,20:01,115,1. จันทะคาด บัวเคน  | 2. นลธวัช ศรีหาเศษ  | 3. ศักดิ์อนันต์ แสนเมือง  | 4. เกรียงไกร ลาหมัน,รถ : 81-1269 นพ (นพ 03),"H.R.C. FUSE, BLADE CONTACT, 80 A",2,,2026-06-13
3090,13 มิ.ย. 2569,20:49,21:00,11,กฟส.ศรีสงคราม (XS),SSK02VF-020,743,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,20:49,20:00,21:00,60,1. ศิลารักษ์ วิภา,รถ : ศรีสงคราม 01,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-06-13
3091,14 มิ.ย. 2569,06:03,07:14,70,กฟจ.นครพนม (L),NNA04F-03,281,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,06:03,06:04,08:05,121,1. ณัฏฐศรันย์ อันทระบุตร  | 2. พิพัฒน์ นะระทะ  | 3. เกรียงไกร ลาหมัน,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 30 A.EEI-NEMA TYPE K,2,,2026-06-14
3092,14 มิ.ย. 2569,06:07,15:48,0,กฟส.ท่าอุเทน (XS),NNA01VF-207,262,ฝนตก ลมแรง,อุปกรณ์-ชำรุด,ศจฟ,06:07,14:07,15:30,83,1. อภิรักษ์ สาตะรักษ์,รถ : รถแก้ไฟท่าอุเทน,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,3,,2026-06-14
3093,14 มิ.ย. 2569,06:08,17:53,0,กฟส.ท่าอุเทน (XS),NNA01VF-217,67,ฝนตก ลมแรง,อุปกรณ์-ชำรุด,ศจฟ,06:08,15:08,17:10,122,1. อภิรักษ์ สาตะรักษ์,รถ : รถแก้ไฟท่าอุเทน,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,2,,2026-06-14
3094,14 มิ.ย. 2569,06:09,18:56,0,กฟส.ท่าอุเทน (XS),NNA08VF-210,94,ฝนตก ลมแรง,อุปกรณ์-ชำรุด,ศจฟ,06:09,17:09,18:26,77,1. อภิรักษ์ สาตะรักษ์,รถ : รถแก้ไฟท่าอุเทน,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,2,,2026-06-14
3095,14 มิ.ย. 2569,06:11,07:00,49,กฟส.ศรีสงคราม (XS),SSK02VF-020,743,ฝนตก ลมแรง,อุปกรณ์-ชำรุด,ศจฟ,06:11,06:00,07:00,60,1. ศิลารักษ์ วิภา,รถ : ศรีสงคราม 02,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-06-14
